Local time in Kalimpong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.07.2017 08:30,23.2,,,,85,Wind blowing from the north-west,3,,,40%., ,,,18.5,,,,300-600,,,10.0,20.5,,,,,,
14.07.2017 08:30,22.4,,,,88,Wind blowing from the north-west,4,,,50%., ,,,19.0,,,,300-600,,,10.0,20.3,,,,,,
13.07.2017 08:30,23.2,,,,83,Wind blowing from the south-east,4,,,70 – 80%., ,,,19.0,,,,300-600,,,10.0,20.2,,,,,,
12.07.2017 17:30,24.0,,,,82,Wind blowing from the north-west,2,,,50%., ,,,,25.0,,,300-600,,,10.0,20.8,,,,,,
11.07.2017 17:30,21.0,,,,95,Wind blowing from the north-west,4,,,70 – 80%., ,,,,,,,300-600,,,10.0,20.1,,,,,,
11.07.2017 08:30,20.2,,,,100,Wind blowing from the north-west,2,,,70 – 80%., ,,,19.0,,,,300-600,,,2.0,20.2,,,,,,
10.07.2017 17:30,21.2,,,,98,Wind blowing from the south-east,2,,,70 – 80%., ,,,,23.5,,,300-600,,,1.0,20.9,,,,,,
09.07.2017 08:30,21.2,,,,100,Wind blowing from the south-east,4,,,"90  or more, but not 100%", ,,,20.0,,,,300-600,,,0.2,21.2,,,,,,
08.07.2017 17:30,23.0,,,,91,Wind blowing from the north-west,1,,,70 – 80%., ,,,,27.0,,,300-600,,,4.0,21.5,,,,,,
07.07.2017 17:30,24.6,,,,87,Wind blowing from the north-west,1,,,50%., ,,,,27.5,,,300-600,,,10.0,22.3,,,,,,
07.07.2017 08:30,22.4,,,,96,Wind blowing from the north-west,4,,,60%., ,,,20.0,,,,300-600,,,10.0,21.8,,,,,,
06.07.2017 17:30,22.0,,,,100,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,,,,,300-600,,,1.0,22.0,,,,,,
06.07.2017 08:30,21.0,,,,100,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,20.0,,,,300-600,,,0.2,21.0,,,,,,
05.07.2017 17:30,22.2,,,,98,Wind blowing from the south-east,4,,,70 – 80%., ,,,,27.0,,,300-600,,,4.0,21.9,,,,,,
05.07.2017 08:30,22.2,,,,98,Wind blowing from the south-east,4,,,70 – 80%., ,,,20.0,,,,300-600,,,2.0,21.9,,,,,,
04.07.2017 17:30,21.0,,,,99,Wind blowing from the south-east,1,,,70 – 80%., ,,,,25.0,,,300-600,,,4.0,20.8,,,,,,
03.07.2017 17:30,23.4,,,,96,Wind blowing from the south-east,1,,,70 – 80%., ,,,,25.0,,,300-600,,,10.0,22.8,,,,,,
03.07.2017 08:30,22.0,,,,100,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,19.5,,,,300-600,,,1.0,22.0,,,,,,
02.07.2017 17:30,23.2,,,,93,Wind blowing from the north-west,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,22.0,,,,,,
02.07.2017 08:30,22.4,,,,96,Wind blowing from the south-east,4,,,70 – 80%., ,,,19.0,,,,300-600,,,4.0,21.8,,,,,,
01.07.2017 17:30,22.8,,,,93,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,21.6,,,,,,
01.07.2017 08:30,22.0,,,,98,Wind blowing from the north-west,1,,,70 – 80%., ,,,20.5,,,,300-600,,,2.0,21.7,,,,,,
30.06.2017 17:30,22.8,,,,93,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,21.6,,,,,,
30.06.2017 08:30,22.0,,,,95,Wind blowing from the south-east,4,,,70 – 80%., ,,,20.5,,,,300-600,,,10.0,21.1,,,,,,
29.06.2017 17:30,23.2,,,,85,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,10.0,20.6,,,,,,
29.06.2017 08:30,23.0,,,,91,Wind blowing from the north-west,1,,,50%., ,,,20.0,,,,300-600,,,4.0,21.5,,,,,,
28.06.2017 17:30,24.6,,,,81,Wind blowing from the south-east,1,,,50%., ,,,,25.5,,,300-600,,,10.0,21.1,,,,,,
28.06.2017 08:30,21.4,,,,100,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,20.0,,,,300-600,,,1.0,21.4,,,,,,
27.06.2017 17:30,24.0,,,,85,Wind blowing from the south-east,4,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,21.4,,,,,,
27.06.2017 08:30,22.4,,,,94,Wind blowing from the south-east,2,,,70 – 80%., ,,,19.5,,,,300-600,,,4.0,21.3,,,,,,
26.06.2017 17:30,23.4,,,,88,Wind blowing from the north-west,1,,,70 – 80%., ,,,,25.0,,,300-600,,,10.0,21.3,,,,,,
25.06.2017 08:30,23.2,,,,91,Wind blowing from the south-east,1,,,70 – 80%., ,,,19.5,,,,300-600,,,10.0,21.7,,,,,,
24.06.2017 17:30,24.4,,,,85,Wind blowing from the south-east,1,,,70 – 80%., ,,,,27.5,,,300-600,,,4.0,21.8,,,,,,
24.06.2017 08:30,24.4,,,,78,Wind blowing from the north-west,1,,,40%., ,,,19.5,,,,300-600,,,10.0,20.4,,,,,,
23.06.2017 17:30,24.2,,,,85,Wind blowing from the south-east,5,,,50%., ,,,,27.5,,,300-600,,,10.0,21.6,,,,,,
22.06.2017 17:30,23.0,,,,91,Wind blowing from the south-east,4,,,50%., ,,,,27.5,,,300-600,,,10.0,21.5,,,,,,
22.06.2017 08:30,21.0,,,,96,Wind blowing from the north-west,4,,,70 – 80%., ,,,19.0,,,,300-600,,,4.0,20.4,,,,,,
21.06.2017 17:30,21.4,,,,96,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,,,,,300-600,,,4.0,20.8,,,,,,
21.06.2017 08:30,21.0,,,,100,Wind blowing from the north-west,1,,,70 – 80%., ,,,18.5,,,,300-600,,,2.0,21.0,,,,,,
20.06.2017 17:30,20.0,,,,100,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,,24.5,,,300-600,,,1.0,20.0,,,,,,
20.06.2017 08:30,20.0,,,,100,Wind blowing from the south-east,4,,,"90  or more, but not 100%", ,,,18.5,,,,300-600,,,0.2,20.0,,,,,,
19.06.2017 17:30,22.8,,,,90,Wind blowing from the south-east,1,,,70 – 80%., ,,,,28.0,,,300-600,,,4.0,21.0,,,,,,
18.06.2017 17:30,22.0,,,,91,Wind blowing from the south-east,2,,,70 – 80%., ,,,,28.0,,,300-600,,,10.0,20.5,,,,,,
18.06.2017 08:30,24.4,,,,84,Wind blowing from the north-west,3,,,50%., ,,,20.0,,,,300-600,,,10.0,21.5,,,,,,
17.06.2017 08:30,21.0,,,,95,Wind blowing from the south-east,1,,,70 – 80%., ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.0,20.1,,,,,,
16.06.2017 17:30,22.0,,,,91,Wind blowing from the south-east,4,,,70 – 80%., ,,,,27.5,,,300-600,,,2.0,20.5,,,,,,
16.06.2017 08:30,24.4,,,,84,Wind blowing from the south-east,2,,,50%., ,,,20.0,,,,300-600,,,10.0,21.5,,,,,,
15.06.2017 17:30,22.6,,,,86,Wind blowing from the south-east,1,,,50%., ,,,,,,,300-600,,,10.0,20.2,,,,,,
15.06.2017 08:30,20.6,,,,100,Wind blowing from the south-east,4,,,70 – 80%., ,,,19.5,,,,300-600,,,10.0,20.6,,,,,,
14.06.2017 17:30,24.8,,,,81,Wind blowing from the south-east,4,,,50%., ,,,,29.0,,,300-600,,,10.0,21.3,,,,,,
14.06.2017 08:30,22.0,,,,91,Wind blowing from the north-west,1,,,50%., ,,,19.5,,,,300-600,,,10.0,20.5,,,,,,
13.06.2017 17:30,23.8,,,,85,Wind blowing from the south-east,1,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,21.2,,,,,,
13.06.2017 08:30,21.8,,,,96,Wind blowing from the north-west,1,,,50%., ,,,19.5,,,,300-600,,,1.0,21.2,,,,,,
12.06.2017 17:30,21.8,,,,95,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,,25.0,,,300-600,,,4.0,20.9,,,,,,
12.06.2017 08:30,20.2,,,,100,Wind blowing from the north-west,4,,,70 – 80%., ,,,19.0,,,,300-600,,,1.0,20.2,,,,,,
11.06.2017 17:30,26.4,,,,75,Wind blowing from the south-east,4,,,50%., ,,,,29.0,,,300-600,,,20.0,21.5,,,,,,
11.06.2017 08:30,24.4,,,,73,Wind blowing from the north-west,4,,,20–30%., ,,,19.5,,,,300-600,,,20.0,19.3,,,,,,
10.06.2017 08:30,24.0,,,,76,Wind blowing from the north-west,1,,,40%., ,,,19.5,,,,300-600,,,20.0,19.5,,,,,,
09.06.2017 17:30,25.0,,,,73,Wind blowing from the south-east,2,,,70 – 80%., ,,,,27.0,,,300-600,,,10.0,19.9,,,,,,
09.06.2017 08:30,21.6,,,,78,Wind blowing from the north-west,2,,,70 – 80%., ,,,19.0,,,,300-600,,,10.0,17.6,,,,,,
08.06.2017 17:30,24.6,,,,62,Wind blowing from the north-west,2,,,70 – 80%., ,,,,25.5,,,300-600,,,10.0,16.8,,,,,,
08.06.2017 08:30,22.4,,,,75,Wind blowing from the north-west,4,,,70 – 80%., ,,,19.0,,,,300-600,,,10.0,17.8,,,,,,
07.06.2017 17:30,25.4,,,,69,Wind blowing from the north-west,1,,,50%., ,,,,28.5,,,300-600,,,20.0,19.4,,,,,,
06.06.2017 17:30,25.4,,,,74,Wind blowing from the south-east,1,,,50%., ,,,,27.5,,,300-600,,,20.0,20.4,,,,,,
05.06.2017 17:30,24.4,,,,89,Wind blowing from the south-east,1,,,50%., ,,,,,,,300-600,,,10.0,22.4,,,,,,
05.06.2017 08:30,23.4,,,,83,Wind blowing from the south-east,1,,,20–30%., ,,,18.5,,,,300-600,,,20.0,20.4,,,,,,
04.06.2017 17:30,25.0,,,,84,Wind blowing from the south-east,1,,,50%., ,,,,28.0,,,300-600,,,10.0,22.1,,,,,,
04.06.2017 08:30,23.4,,,,83,Wind blowing from the north-west,1,,,40%., ,,,18.5,,,,300-600,,,10.0,20.4,,,,,,
03.06.2017 08:30,21.0,,,,84,Wind blowing from the north-west,4,,,50%., ,,,18.0,,,,300-600,,,10.0,18.2,,,,,,
02.06.2017 17:30,22.6,,,,88,Wind blowing from the south-east,1,,,50%., ,,,,24.0,,,300-600,,,10.0,20.5,,,,,,
02.06.2017 08:30,20.6,,,,100,Wind blowing from the south-east,1,,,70 – 80%., ,,,18.0,,,,300-600,,,1.0,20.6,,,,,,
01.06.2017 17:30,23.0,,,,83,Wind blowing from the south-east,1,,,70 – 80%., ,,,,26.5,,,300-600,,,10.0,20.0,,,,,,
31.05.2017 17:30,22.8,,,,86,Wind blowing from the south-east,1,,,50%., ,,,,25.5,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,20.4,,,,,,
31.05.2017 08:30,20.4,,,,96,Wind blowing from the north-west,1,,,70 – 80%., ,,,17.5,,,,300-600,,,1.0,19.8,,,,,,
30.05.2017 17:30,21.0,,,,84,Wind blowing from the north-west,4,,,70 – 80%., ,,,,27.5,,,300-600,,,4.0,18.2,,,,,,
30.05.2017 08:30,21.0,,,,91,Wind blowing from the south-east,3,,,70 – 80%., ,,,17.5,,,,300-600,,,1.0,19.5,,,,,,
29.05.2017 17:30,25.4,,,,69,Wind blowing from the south-east,1,,,50%., ,,,,28.0,,,300-600,,,20.0,19.4,,,,,,
29.05.2017 08:30,21.2,,,,76,Wind blowing from the north-west,1,,,50%., ,,,17.0,,,,300-600,,,20.0,16.8,,,,,,
28.05.2017 17:30,20.0,,,,91,Wind blowing from the south-east,1,,,50%., ,,,,,,,300-600,,,10.0,18.5,,,,,,
28.05.2017 08:30,19.0,,,,96,Wind blowing from the north-west,1,,,70 – 80%., ,,,17.0,,,,300-600,,,4.0,18.4,,,,,,
27.05.2017 17:30,22.0,,,,78,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,20.0,18.0,,,,,,
27.05.2017 08:30,21.4,,,,80,Wind blowing from the north-west,4,,,50%., ,,,18.0,,,,300-600,,,20.0,17.7,,,,,,
26.05.2017 17:30,22.0,,,,88,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,4.0,19.9,,,,,,
26.05.2017 08:30,22.4,,,,85,Wind blowing from the north-west,4,,,70 – 80%., ,,,18.0,,,,,,,,19.7,,,,,,
25.05.2017 17:30,24.0,,,,84,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,20.0,21.1,,,,,,
25.05.2017 08:30,23.4,,,,73,Wind blowing from the north-west,1,,,20–30%., ,,,17.5,,,,300-600,,,20.0,18.2,,,,,,
24.05.2017 17:30,23.4,,,,73,Wind blowing from the north-west,1,,,50%., ,,,,,,,300-600,,,20.0,18.2,,,,,,
24.05.2017 08:30,23.0,,,,79,Wind blowing from the north-west,1,,,20–30%., ,,,17.5,,,,300-600,,,20.0,19.1,,,,,,
23.05.2017 17:30,23.0,,,,89,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,4.0,21.0,,,,,,
23.05.2017 08:30,22.6,,,,88,Wind blowing from the south-east,3,,,70 – 80%., ,,,17.0,,,,300-600,,,10.0,20.5,,,,,,
22.05.2017 17:30,23.2,,,,90,Wind blowing from the south-east,3,,,50%., ,,,,27.0,,,300-600,,,4.0,21.4,,,,,,
22.05.2017 08:30,21.4,,,,80,Wind blowing from the north-west,3,,,20–30%., ,,,17.0,,,,300-600,,,10.0,17.7,,,,,,
21.05.2017 17:30,22.6,,,,85,Wind blowing from the north-west,1,,,50%., ,,,,,,,300-600,,,10.0,20.0,,,,,,
21.05.2017 08:30,21.8,,,,86,Wind blowing from the south-east,1,,,50%., ,,,17.0,,,,300-600,,,10.0,19.4,,,,,,
20.05.2017 17:30,23.4,,,,88,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,21.3,,,,,,
20.05.2017 08:30,22.4,,,,75,Wind blowing from the north-west,1,,,40%., ,,,16.5,,,,300-600,,,10.0,17.8,,,,,,
19.05.2017 17:30,22.8,,,,82,Wind blowing from the north-east,4,,,50%., ,,,,,,,300-600,,,10.0,19.5,,,,,,
19.05.2017 08:30,21.6,,,,83,Wind blowing from the north-west,4,,,50%., ,,,16.0,,,,300-600,,,10.0,18.5,,,,,,
18.05.2017 17:30,22.6,,,,86,Wind blowing from the south-east,1,,,60%., ,,,,25.5,,,300-600,,,10.0,20.2,,,,,,
18.05.2017 08:30,21.4,,,,88,Wind blowing from the north-west,1,,,70 – 80%., ,,,16.0,,,,300-600,,,10.0,19.3,,,,,,
17.05.2017 17:30,22.4,,,,80,Wind blowing from the south-east,2,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,18.7,,,,,,
17.05.2017 08:30,19.0,,,,95,Wind blowing from the north-west,1,,,70 – 80%., ,,,16.0,,,,300-600,,,4.0,18.1,,,,,,
16.05.2017 17:30,21.6,,,,78,Wind blowing from the north-west,1,,,50%., ,,,,,,,300-600,,,20.0,17.6,,,,,,
16.05.2017 08:30,20.4,,,,87,Wind blowing from the south,1,,,20–30%., ,,,16.0,,,,300-600,,,20.0,18.2,,,,,,
15.05.2017 17:30,18.4,,,,96,Wind blowing from the north-west,4,,,50%., ,,,,,,,300-600,,,20.0,17.8,,,,,,
15.05.2017 08:30,19.2,,,,100,Wind blowing from the north-west,3,,,70 – 80%., ,,,15.5,,,,300-600,,,4.0,19.2,,,,,,
14.05.2017 17:30,22.4,,,,88,Wind blowing from the south-east,3,,,70 – 80%., ,,,,,,,300-600,,,10.0,20.3,,,,,,
14.05.2017 08:30,21.4,,,,88,Wind blowing from the north-west,3,,,50%., ,,,15.5,,,,300-600,,,10.0,19.3,,,,,,
13.05.2017 17:30,23.2,,,,75,Wind blowing from the south-east,4,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,18.6,,,,,,
13.05.2017 08:30,17.4,,,,98,Wind blowing from the north-west,4,,,70 – 80%., ,,,15.0,,,,300-600,,,10.0,17.1,,,,,,
11.05.2017 17:30,22.0,,,,83,Wind blowing from the north-west,4,,,40%., ,,,,27.0,,,300-600,,,20.0,19.0,,,,,,
11.05.2017 08:30,19.0,,,,91,Wind blowing from the north-west,1,,,70 – 80%., ,,,14.0,,,,300-600,,,10.0,17.4,,,,,,
09.05.2017 17:30,17.0,,,,96,Wind blowing from the north-west,4,,,50%., ,,,,,,,300-600,,,20.0,16.4,,,,,,
09.05.2017 08:30,16.0,,,,100,Wind blowing from the south-east,1,,,70 – 80%., ,,,13.0,,,,300-600,,,0.2,16.0,,,,,,
08.05.2017 17:30,23.0,,,,79,Wind blowing from the south-east,1,,,50%., ,,,,26.0,,,300-600,,,10.0,19.1,,,,,,
08.05.2017 08:30,20.0,,,,91,Wind blowing from the north-west,1,,,50%., ,,,13.5,,,,300-600,,,4.0,18.5,,,,,,
07.05.2017 17:30,21.4,,,,81,Wind blowing from the south-east,1,,,50%., ,,,,25.0,,,300-600,,,10.0,18.0,,,,,,
07.05.2017 08:30,19.0,,,,64,Wind blowing from the north-west,1,,,20–30%., ,,,13.0,,,,300-600,,,20.0,12.1,,,,,,
06.05.2017 17:30,16.4,,,,94,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,23.0,,,300-600,,,10.0,15.4,,,,,,
06.05.2017 08:30,20.0,,,,91,Wind blowing from the south-east,4,,,70 – 80%., ,,,14.5,,,,300-600,,,4.0,18.5,,,,,,
05.05.2017 17:30,21.6,,,,83,Wind blowing from the south-east,1,,,50%., ,,,,25.5,,,300-600,,,10.0,18.5,,,,,,
05.05.2017 14:30,19.0,,,,72,Wind blowing from the north-west,3,,,20–30%., ,,,14.0,,,,300-600,,,20.0,13.7,,,,,,
05.05.2017 08:30,19.0,,,,72,Wind blowing from the north-west,3,,,20–30%., ,,,14.0,,,,300-600,,,20.0,13.7,,,,,,
04.05.2017 17:30,19.0,,,,93,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,4.0,17.8,,,,,,
04.05.2017 08:30,19.2,,,,83,Wind blowing from the north-west,4,,,50%., ,,,13.5,,,,300-600,,,10.0,16.3,,,,,,
03.05.2017 17:30,21.4,,,,81,Wind blowing from the south-east,4,,,50%., ,,,,,,,300-600,,,10.0,18.0,,,,,,
03.05.2017 08:30,20.8,,,,77,Wind blowing from the south-east,4,,,40%., ,,,13.5,,,,300-600,,,10.0,16.7,,,,,,
02.05.2017 17:30,21.0,,,,79,Wind blowing from the south-east,1,,,50%., ,,,,26.0,,,300-600,,,10.0,17.2,,,,,,
02.05.2017 08:30,17.2,,,,74,Wind blowing from the north-west,3,,,20–30%., ,,,13.0,,,,300-600,,,20.0,12.4,,,,,,
30.04.2017 17:30,17.4,,,,85,Wind blowing from the south-east,3,,,50%., ,,,,,,,300-600,,,10.0,14.8,,,,,,
30.04.2017 08:30,18.0,,,,78,Wind blowing from the north-west,3,,,40%., ,,,14.5,,,,300-600,,,10.0,14.0,,,,,,
29.04.2017 17:30,17.4,,,,85,Wind blowing from the north-west,3,,,"90  or more, but not 100%", ,,,,,,,300-600,,,10.0,14.8,,,,,,
29.04.2017 08:30,18.4,,,,80,Wind blowing from the north-west,4,,,60%., ,,,15.0,,,,300-600,,,10.0,14.8,,,,,,
28.04.2017 17:30,18.0,,,,90,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,10.0,16.4,,,,,,
28.04.2017 08:30,19.4,,,,65,Wind blowing from the north-west,4,,,20–30%., ,,,15.0,,,,300-600,,,20.0,12.6,,,,,,
27.04.2017 17:30,24.6,,,,39,Wind blowing from the south-east,4,,,40%., ,,,,27.5,,,300-600,,,10.0,9.6,,,,,,
27.04.2017 08:30,21.6,,,,71,Wind blowing from the north-west,1,,,20–30%., ,,,15.0,,,,300-600,,,10.0,16.2,,,,,,
26.04.2017 17:30,22.4,,,,66,Wind blowing from the south-east,5,,,60%., ,,,,,,,300-600,,,4.0,15.7,,,,,,
26.04.2017 08:30,21.6,,,,82,Wind blowing from the south-east,4,,,50%., ,,,14.5,,,,300-600,,,4.0,18.3,,,,,,
25.04.2017 17:30,21.8,,,,86,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,4.0,19.4,,,,,,
25.04.2017 08:30,19.6,,,,95,Wind blowing from the south-east,1,,,70 – 80%., ,,,14.5,,,,300-600,,,1.0,18.7,,,,,,
24.04.2017 17:30,20.4,,,,91,Wind blowing from the south-east,1,,,70 – 80%., ,,,,26.0,,,300-600,,,1.0,18.9,,,,,,
24.04.2017 08:30,17.8,,,,100,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,14.0,,,,300-600,,,0.2,17.8,,,,,,
23.04.2017 17:30,19.0,,,,96,Wind blowing from the south-east,5,,,70 – 80%., ,,,,,,,300-600,,,10.0,18.4,,,,,,
23.04.2017 08:30,17.4,,,,100,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,14.0,,,,300-600,,,1.0,17.4,,,,,,
22.04.2017 08:30,18.2,,,,95,Wind blowing from the north-west,4,,,70 – 80%., ,,,14.0,,,,300-600,,,4.0,17.3,,,,,,
21.04.2017 17:30,19.2,,,,95,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,,,300-600,,,4.0,18.3,,,,,,
21.04.2017 08:30,19.0,,,,91,Wind blowing from the north-west,3,,,50%., ,,,13.5,,,,300-600,,,10.0,17.4,,,,,,
20.04.2017 17:30,18.2,,,,95,Wind blowing from the south-east,3,,,50%., ,,,,25.0,,,300-600,,,10.0,17.3,,,,,,
19.04.2017 17:30,23.0,,,,62,Wind blowing from the south-east,4,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,15.3,,,,,,
18.04.2017 17:30,23.0,,,,62,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,10.0,15.3,,,,,,
18.04.2017 08:30,22.4,,,,64,Wind blowing from the north-west,4,,,40%., ,,,13.5,,,,300-600,,,10.0,15.3,,,,,,
17.04.2017 17:30,22.6,,,,64,Wind blowing from the south-east,4,,,40%., ,,,,28.0,,,300-600,,,20.0,15.3,,,,,,
17.04.2017 08:30,17.0,,,,81,Wind blowing from the north-west,4,,,20–30%., ,,,13.0,,,,300-600,,,20.0,13.6,,,,,,
16.04.2017 17:30,16.8,,,,77,Wind blowing from the south-east,2,,,50%., ,,,,,,,300-600,,,20.0,12.7,,,,,,
16.04.2017 08:30,16.4,,,,76,Wind blowing from the north-west,2,,,20–30%., ,,,14.5,,,,300-600,,,20.0,12.2,,,,,,
15.04.2017 17:30,17.0,,,,77,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,300-600,,,10.0,12.9,,,,,,
15.04.2017 08:30,17.2,,,,72,Wind blowing from the north-west,1,,,70 – 80%., ,,,14.5,,,,300-600,,,10.0,12.0,,,,,,
14.04.2017 08:30,19.2,,,,55,Wind blowing from the north-west,5,,,40%., ,,,14.5,,,,300-600,,,10.0,9.9,,,,,,
13.04.2017 17:30,23.2,,,,37,Wind blowing from the south-east,4,,,70 – 80%., ,,,,26.0,,,300-600,,,10.0,7.5,,,,,,
13.04.2017 08:30,19.0,,,,55,Wind blowing from the north-west,4,,,40%., ,,,14.5,,,,300-600,,,10.0,9.7,,,,,,
12.04.2017 17:30,21.4,,,,46,Wind blowing from the south-east,4,,,50%., ,,,,24.0,,,300-600,,,10.0,9.3,,,,,,
12.04.2017 08:30,18.2,,,,56,Wind blowing from the north-west,4,,,40%., ,,,14.0,,,,300-600,,,10.0,9.1,,,,,,
11.04.2017 17:30,21.0,,,,37,Wind blowing from the south-east,4,,,70 – 80%., ,,,,24.0,,,300-600,,,10.0,5.8,,,,,,
11.04.2017 08:30,17.4,,,,61,Wind blowing from the north-west,4,,,40%., ,,,14.0,,,,300-600,,,10.0,9.8,,,,,,
10.04.2017 17:30,21.0,,,,45,Wind blowing from the south-east,2,,,50%., ,,,,27.0,,,300-600,,,10.0,8.7,,,,,,
10.04.2017 08:30,18.2,,,,67,Wind blowing from the north-west,3,,,20–30%., ,,,14.0,,,,300-600,,,10.0,12.0,,,,,,
09.04.2017 17:30,24.4,,,,65,Wind blowing from the south-east,1,,,50%., ,,,,28.0,,,300-600,,,10.0,17.3,,,,,,
09.04.2017 08:30,20.0,,,,62,Wind blowing from the north-west,1,,,40%., ,,,14.0,,,,300-600,,,10.0,12.5,,,,,,
08.04.2017 17:30,24.4,,,,68,Wind blowing from the south-east,1,,,50%., ,,,,25.5,,,300-600,,,10.0,18.0,,,,,,
08.04.2017 08:30,20.0,,,,86,Wind blowing from the north-west,4,,,20–30%., ,,,13.5,,,,300-600,,,4.0,17.5,,,,,,
07.04.2017 17:30,21.6,,,,80,Wind blowing from the south-east,4,,,70 – 80%., ,,,,25.5,,,300-600,,,4.0,17.9,,,,,,
06.04.2017 17:30,20.0,,,,82,Wind blowing from the south-east,1,,,70 – 80%., ,,,,23.5,,,300-600,,,10.0,16.8,,,,,,
05.04.2017 17:30,18.0,,,,85,Wind blowing from the south-east,4,,,70 – 80%., ,,,,,,,300-600,,,10.0,15.4,,,,,,
05.04.2017 08:30,16.6,,,,90,Wind blowing from the south-east,4,,,70 – 80%., ,,,13.0,,,,300-600,,,4.0,15.0,,,,,,
04.04.2017 08:30,18.0,,,,78,Wind blowing from the south-east,1,,,50%., ,,,13.0,,,,300-600,,,10.0,14.0,,,,,,
03.04.2017 17:30,18.2,,,,74,Wind blowing from the south-west,1,,,70 – 80%., ,,,,,,,300-600,,,10.0,13.5,,,,,,
03.04.2017 08:30,17.2,,,,81,Wind blowing from the north-west,4,,,40%., ,,,12.5,,,,300-600,,,10.0,13.8,,,,,,
31.03.2017 17:30,20.8,,,,83,Wind blowing from the south-east,3,,,70 – 80%., ,,,,24.0,,,300-600,,,10.0,17.8,,,,,,
31.03.2017 08:30,18.2,,,,98,Wind blowing from the south-east,4,,,50%., ,,,12.0,,,,300-600,,,10.0,17.9,,,,,,
30.03.2017 17:30,17.6,,,,96,Wind blowing from the south-east,4,,,70 – 80%., ,,,,24.0,,,300-600,,,4.0,17.0,,,,,,
30.03.2017 08:30,17.6,,,,94,Wind blowing from the north-west,4,,,50%., ,,,12.0,,,,300-600,,,10.0,16.6,,,,,,
29.03.2017 17:30,18.0,,,,92,"Calm, no wind",0,,,100%., ,,,,,,,300-600,,,10.0,16.7,,,,,,
29.03.2017 08:30,17.2,,,,94,Wind blowing from the north-west,4,,,50%., ,,,12.0,,,,300-600,,,4.0,16.2,,,,,,
28.03.2017 08:30,18.6,,,,76,Wind blowing from the north-west,4,,,50%., ,,,12.0,,,,300-600,,,10.0,14.3,,,,,,
27.03.2017 17:30,19.6,,,,82,Wind blowing from the south-east,1,,,70 – 80%., ,,,,23.0,,,300-600,,,4.0,16.4,,,,,,
27.03.2017 08:30,17.0,,,,86,Wind blowing from the north-west,3,,,40%., ,,,11.0,,,,300-600,,,10.0,14.7,,,,,,
26.03.2017 08:30,16.4,,,,96,Wind blowing from the south-east,4,,,70 – 80%., ,,,10.0,,,,300-600,,,2.0,15.7,,,,,,
25.03.2017 08:30,14.4,,,,90,Wind blowing from the north-west,4,,,20–30%., ,,,9.5,,,,300-600,,,20.0,12.7,,,,,,
24.03.2017 17:30,19.2,,,,75,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,,22.0,,,300-600,,,2.0,14.6,,,,,,
24.03.2017 08:30,17.2,,,,74,Wind blowing from the north-west,2,,,70 – 80%., ,,,10.0,,,,300-600,,,4.0,12.4,,,,,,
