Local time in Supaul,T,Po,P,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
08.09.2017 17:30,32.6,747.7,751.9,,73,Wind blowing from the west,1,20–30%.,,34.2,20–30%.,300-600,4,27.1,,
08.09.2017 08:30,29.8,751.5,755.7,,85,Wind blowing from the west,1,"90  or more, but not 100%",27.4,,"90  or more, but not 100%",300-600,4,27,,
07.09.2017 17:30,32.2,748,752.2,,76,Wind blowing from the west,1,60%.,,34.8,60%.,300-600,4,27.5,,
07.09.2017 08:30,31,750.9,755.1,,81,Wind blowing from the south-east,1,20–30%.,27.2,,20–30%.,300-600,4,27.4,,
06.09.2017 17:30,33,747.7,751.9,,69,Wind blowing from the west,1,40%.,,35.1,40%.,300-600,4,26.6,,
06.09.2017 08:30,31.4,750.6,754.8,,77,Wind blowing from the west,1,20–30%.,27.4,,20–30%.,300-600,4,27,,
05.09.2017 17:30,,,751,,,Wind blowing from the north-northeast,15,"10%  or less, but not 0",,35.5,20–30%.,1500-2000,0.2,27.2,,
05.09.2017 08:30,31.2,750.4,754.6,,81,Wind blowing from the west,3,"10%  or less, but not 0",27.2,,"10%  or less, but not 0",300-600,4,27.6,,
04.09.2017 17:30,31.4,747,751.2,,77,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,4,27,,
04.09.2017 08:30,30.4,750.1,754.3,,81,Wind blowing from the west,3,"10%  or less, but not 0",26.2,,"10%  or less, but not 0",300-600,4,26.8,,
03.09.2017 17:30,29.6,747.3,751.5,,82,Wind blowing from the west,1,"10%  or less, but not 0",,30.5,"10%  or less, but not 0",300-600,4,26.2,,
03.09.2017 08:30,28.8,749.4,753.7,,86,Wind blowing from the west,1,"90  or more, but not 100%",24.9,,"90  or more, but not 100%",300-600,4,26.3,,
02.09.2017 17:30,27,746.1,750.4,,92,Wind blowing from the south-east,1,"90  or more, but not 100%",,30.6,"90  or more, but not 100%",300-600,4,25.6,,
02.09.2017 08:30,29.6,751.1,755.3,,83,Wind blowing from the west,1,"90  or more, but not 100%",26,,"90  or more, but not 100%",300-600,4,26.5,,
01.09.2017 17:30,29.4,746.8,751,,88,"Calm, no wind",0,"90  or more, but not 100%",,29.5,"90  or more, but not 100%",300-600,4,27.2,,
01.09.2017 08:30,29.2,749.4,753.6,,85,Wind blowing from the west,3,100%.,27.2,,100%.,300-600,4,26.4,,
31.08.2017 17:30,31,747.7,751.9,,83,Wind blowing from the east,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,27.7,,
31.08.2017 08:30,30.8,750.4,754.6,,84,Wind blowing from the south-east,1,70 – 80%.,29,,70 – 80%.,300-600,4,27.8,,
30.08.2017 17:30,32.6,746.9,751.1,,70,Wind blowing from the west,1,20–30%.,,34.5,20–30%.,300-600,4,26.5,,
30.08.2017 08:30,30.4,750.7,754.9,,78,Wind blowing from the east,3,60%.,26.6,,60%.,300-600,4,26.2,,
29.08.2017 08:30,30.6,,754.1,,80,Wind blowing from the east,3,60%.,26.8,,60%.,300-600,4,26.7,,
28.08.2017 08:30,31.2,,752.4,,73,Wind blowing from the east,3,20–30%.,25.9,,20–30%.,300-600,4,25.9,,
27.08.2017 17:30,28,,750.1,,86,Wind blowing from the east,3,"90  or more, but not 100%",,28.9,"90  or more, but not 100%",300-600,4,25.4,,
27.08.2017 08:30,27.6,,751.2,,90,Wind blowing from the east,3,"90  or more, but not 100%",26.6,,"90  or more, but not 100%",300-600,4,25.9,,
26.08.2017 17:30,31.8,,748.3,,72,Wind blowing from the south-east,1,60%.,,,60%.,300-600,4,26.2,,
26.08.2017 08:30,31.6,,748.3,,80,Wind blowing from the south-east,3,20–30%.,27.7,,20–30%.,300-600,4,27.8,,
25.08.2017 17:30,33,,748.2,,73,Wind blowing from the south-east,1,"10%  or less, but not 0",,35.6,"10%  or less, but not 0",1000-1500,4,27.5,,
25.08.2017 08:30,30.8,,752.4,,83,Wind blowing from the east,3,60%.,27.3,,60%.,300-600,4,27.5,,
24.08.2017 08:30,32,,752.9,,78,Wind blowing from the east,1,60%.,28.8,,60%.,300-600,4,27.8,,
23.08.2017 08:30,31,,754.1,,77,Wind blowing from the south-east,1,60%.,27.2,,,1000-1500,4,26.6,,
22.08.2017 17:30,30.4,,750.7,,86,Wind blowing from the south-east,1,60%.,,31.5,60%.,300-600,4,27.7,,
22.08.2017 08:30,30.8,748.9,753.1,,86,Wind blowing from the east,3,"90  or more, but not 100%",27.8,,"90  or more, but not 100%",300-600,4,28.1,,
20.08.2017 17:30,30.8,747.2,751.4,,80,Wind blowing from the east,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,26.9,,
20.08.2017 08:30,30.4,750.4,754.6,,78,Wind blowing from the east,3,70 – 80%.,26.9,,70 – 80%.,300-600,4,26.2,,
19.08.2017 17:30,32.6,748,752.2,,69,Wind blowing from the south-east,3,40%.,,32.6,40%.,300-600,4,26.2,,
18.08.2017 17:30,30.4,746.2,750.4,,86,Wind blowing from the east,3,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,27.7,,
18.08.2017 08:30,30.6,747.4,751.6,,83,Wind blowing from the east,1,"90  or more, but not 100%",28,,"90  or more, but not 100%",300-600,4,27.3,,
17.08.2017 17:30,32,744.2,748.4,,74,Wind blowing from the south-east,1,40%.,,33.7,40%.,300-600,4,26.7,,
16.08.2017 17:30,30.6,744.6,748.8,,81,Wind blowing from the west,1,100%.,,31.6,100%.,300-600,4,27,,
16.08.2017 08:30,30,747.6,751.8,,88,Wind blowing from the west,1,100%.,27.5,,100%.,300-600,4,27.8,,
15.08.2017 17:30,31,745.4,749.6,,76,Wind blowing from the west,1,60%.,,32,50%.,300-600,4,26.3,,
14.08.2017 17:30,29.2,748.4,752.6,,83,Wind blowing from the east,1,70 – 80%.,,30.5,70 – 80%.,300-600,4,26.1,,
14.08.2017 08:30,27.4,751.1,755.4,,92,Wind blowing from the north-east,1,100%.,24.4,,100%.,200-300,4,26,,
13.08.2017 17:30,26.4,744.6,748.9,,89,Wind blowing from the north-west,1,"90  or more, but not 100%",,26.6,"90  or more, but not 100%",300-600,4,24.4,,
12.08.2017 17:30,27,744.9,749.2,,98,Wind blowing from the west,1,100%.,,27,100%.,200-300,4,26.7,,
12.08.2017 08:30,26.6,745,749.3,,97,Wind blowing from the west,3,100%.,25.5,,100%.,"2500 or more, or no clouds.",4,26,,
10.08.2017 17:30,27,744.2,748.4,,97,Wind blowing from the west,1,100%.,,30.5,100%.,200-300,4,26.4,,
09.08.2017 17:30,31.6,745.3,749.5,,80,Wind blowing from the east,1,60%.,,32.7,60%.,300-600,4,27.8,,
09.08.2017 08:30,28.4,748.5,752.8,,89,Wind blowing from the east,1,100%.,26.1,,100%.,200-300,4,26.4,,
08.08.2017 17:30,29.6,746.4,750.6,,86,Wind blowing from the east,1,"90  or more, but not 100%",,33.6,"90  or more, but not 100%",200-300,4,27.1,,
08.08.2017 08:30,29.6,748.6,752.8,,86,Wind blowing from the east,3,"90  or more, but not 100%",27,,"90  or more, but not 100%",300-600,4,27.1,,
07.08.2017 17:30,27.6,746.5,750.8,,97,Wind blowing from the north,1,70 – 80%.,,,70 – 80%.,300-600,4,27,,
07.08.2017 08:30,29.2,748.3,752.5,,91,Wind blowing from the east,3,100%.,28,,100%.,300-600,4,27.5,,
06.08.2017 17:30,33.2,744.5,748.7,,72,Wind blowing from the east,3,"90  or more, but not 100%",,35.4,"90  or more, but not 100%",300-600,4,27.4,,
05.08.2017 17:30,28.4,744.5,748.7,,86,Wind blowing from the west,1,"90  or more, but not 100%",,33.5,"90  or more, but not 100%",300-600,4,25.9,,
05.08.2017 08:30,30.6,745.4,749.6,,84,Wind blowing from the east,3,60%.,27.2,,60%.,300-600,4,27.6,,
04.08.2017 17:30,31,742.6,746.8,,55,Wind blowing from the west,1,60%.,,31.5,60%.,600-1000,4,21,,
04.08.2017 08:30,27.8,745.6,749.8,,95,Wind blowing from the south-west,1,100%.,26.8,,100%.,200-300,4,26.9,,
03.08.2017 17:30,28.8,743,747.2,,89,Wind blowing from the north,1,"90  or more, but not 100%",,34.5,"90  or more, but not 100%",300-600,4,26.9,,
02.08.2017 17:30,27,744.3,748.5,,98,Wind blowing from the east,1,"90  or more, but not 100%",,34.4,"90  or more, but not 100%",200-300,4,26.7,,
02.08.2017 08:30,30,747.1,751.3,,86,Wind blowing from the east,1,60%.,27.5,,60%.,200-300,4,27.4,,
01.08.2017 17:30,29.8,745.7,749.9,,81,Wind blowing from the east,1,100%.,,,100%.,300-600,4,26.2,,
01.08.2017 08:30,30.8,747.7,751.9,,83,Wind blowing from the east,1,40%.,26.5,,40%.,300-600,4,27.5,,
31.07.2017 17:30,31.8,745.4,749.6,,83,Wind blowing from the east,1,"90  or more, but not 100%",,33.7,"90  or more, but not 100%",300-600,4,28.5,,
31.07.2017 08:30,29.8,748.4,752.6,,86,Wind blowing from the east,1,"90  or more, but not 100%",26.6,,"90  or more, but not 100%",200-300,4,27.3,,
30.07.2017 08:30,29.4,749.5,753.7,,85,Wind blowing from the east,1,"90  or more, but not 100%",26.2,,"90  or more, but not 100%",200-300,4,26.6,,
29.07.2017 17:30,29.2,747.4,751.6,,90,Wind blowing from the east,1,"90  or more, but not 100%",,,40%.,300-600,4,27.3,,
29.07.2017 08:30,29.8,749.6,753.8,,81,Wind blowing from the east,3,70 – 80%.,27,,70 – 80%.,300-600,4,26.2,,
28.07.2017 17:30,32.2,746.6,750.8,,79,Wind blowing from the east,1,100%.,,34.5,100%.,200-300,4,28.1,,
28.07.2017 08:30,30.4,749.3,753.5,,81,Wind blowing from the east,1,60%.,27.1,,60%.,300-600,4,26.8,,
27.07.2017 17:30,32,745.9,750.1,,74,Wind blowing from the east,3,20–30%.,,33,20–30%.,300-600,4,26.7,,
27.07.2017 08:30,28.4,749,753.3,,85,Wind blowing from the east,3,100%.,26,,100%.,200-300,4,25.6,,
26.07.2017 11:30,28,746.8,751,,85,Wind blowing from the east,3,100%.,25.9,,100%.,,,25.2,,
26.07.2017 08:30,28,746.8,751,,85,Wind blowing from the east,3,100%.,25.9,,100%.,200-300,4,25.2,,
25.07.2017 17:30,29.2,743,747.2,,75,Wind blowing from the east,5,70 – 80%.,,29.6,70 – 80%.,200-300,4,24.3,,
25.07.2017 08:30,29.2,744.1,748.3,,76,Wind blowing from the east,3,100%.,25.8,,100%.,200-300,4,24.6,,
24.07.2017 17:30,30,742.5,746.7,,83,Wind blowing from the south-east,1,60%.,,31,60%.,300-600,4,26.9,,
24.07.2017 08:30,29.4,744.9,749.1,,78,Wind blowing from the east,3,"90  or more, but not 100%",26.3,,"90  or more, but not 100%",200-300,4,25.1,,
23.07.2017 17:30,31,743.2,747.4,,75,Wind blowing from the east,3,60%.,,31.8,60%.,300-600,4,26,,
23.07.2017 08:30,29.2,746.5,750.7,,83,Wind blowing from the east,3,"90  or more, but not 100%",26,,"90  or more, but not 100%",300-600,4,26.1,,
22.07.2017 17:30,33,744.5,748.7,,67,Wind blowing from the east,3,40%.,,33.8,40%.,300-600,4,26,,
21.07.2017 17:30,29.6,744.5,748.7,,88,Wind blowing from the east,1,70 – 80%.,,,70 – 80%.,300-600,4,27.4,,
21.07.2017 08:30,29.4,747.1,751.3,,81,Wind blowing from the east,3,70 – 80%.,26.4,,70 – 80%.,300-600,4,25.7,,
20.07.2017 17:30,32.2,742.3,746.5,,70,Wind blowing from the east,3,70 – 80%.,,33.5,70 – 80%.,300-600,4,26.1,,
20.07.2017 08:30,29,744.9,749.1,,,Wind blowing from the east,3,70 – 80%.,26.2,,100%.,300-600,4,,,
19.07.2017 17:30,30,743.6,747.8,,78,Wind blowing from the east,3,70 – 80%.,,34,70 – 80%.,300-600,4,25.8,,
19.07.2017 08:30,31.6,746.2,750.4,,76,Wind blowing from the east,3,40%.,28,,40%.,300-600,4,26.9,,
18.07.2017 17:30,28.8,743.9,748.1,,91,"Calm, no wind",0,"90  or more, but not 100%",,37.2,"90  or more, but not 100%",300-600,4,27.1,,
18.07.2017 08:30,32.4,745.9,750.1,,75,Wind blowing from the east,1,"10%  or less, but not 0",28.3,,"10%  or less, but not 0",300-600,4,27.5,,
17.07.2017 17:30,33,743.7,747.9,,72,Wind blowing from the east,3,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,27.2,,
17.07.2017 08:30,32.8,746.5,750.7,,74,Wind blowing from the east,1,"10%  or less, but not 0",28.9,,"10%  or less, but not 0",1000-1500,4,27.6,,
16.07.2017 17:30,34.4,743.7,747.8,,67,Wind blowing from the east,1,50%.,,36.1,50%.,300-600,4,27.3,,
16.07.2017 08:30,32.2,746.9,751.1,,74,Wind blowing from the east,3,40%.,28.3,,40%.,300-600,4,26.9,,
15.07.2017 17:30,33.8,744.4,748.6,,66,Wind blowing from the east,3,"10%  or less, but not 0",,34.9,"10%  or less, but not 0",300-600,4,26.6,,
15.07.2017 08:30,30.8,747.9,752.1,,76,Wind blowing from the east,3,50%.,27.8,,50%.,300-600,4,26.1,,
14.07.2017 17:30,32.6,745.3,749.5,,68,Wind blowing from the east,3,40%.,,34.4,40%.,300-600,4,25.9,,
14.07.2017 08:30,29.6,748.1,752.3,,83,Wind blowing from the east,3,"90  or more, but not 100%",27.3,,"90  or more, but not 100%",300-600,4,26.5,,
13.07.2017 17:30,32.4,745.3,749.5,,67,Wind blowing from the east,3,40%.,,33.3,40%.,300-600,4,25.4,,
13.07.2017 08:30,30,748.3,752.5,,86,Wind blowing from the east,3,60%.,25.9,,60%.,300-600,4,27.5,,
12.07.2017 17:30,29.8,746.6,750.8,,78,Wind blowing from the east,3,70 – 80%.,,31.8,70 – 80%.,300-600,4,25.6,,
12.07.2017 08:30,26.8,747.8,752.1,,86,Wind blowing from the east,3,"90  or more, but not 100%",25.2,,"90  or more, but not 100%",300-600,4,24.2,,
11.07.2017 17:30,27,746.7,751,,86,Wind blowing from the east,3,"90  or more, but not 100%",,27,"90  or more, but not 100%",300-600,4,24.4,,
11.07.2017 08:30,26.2,748.7,753,,86,Wind blowing from the north-east,1,"90  or more, but not 100%",25.4,,,200-300,4,23.6,,
10.07.2017 17:30,27.8,746.5,750.7,,94,Wind blowing from the east,3,100%.,,27.8,100%.,300-600,4,26.7,,
10.07.2017 08:30,26,748.1,752.4,,98,Wind blowing from the east,3,100%.,25.2,,100%.,200-300,4,25.7,,
09.07.2017 17:30,29.6,746.1,750.3,,86,Wind blowing from the east,3,"90  or more, but not 100%",,29.7,40%.,300-600,4,27.1,,
08.07.2017 17:30,32,744.3,748.5,,82,Wind blowing from the east,1,60%.,,32.6,60%.,"2500 or more, or no clouds.",4,28.5,,
08.07.2017 08:30,29.4,746.7,750.9,,88,Wind blowing from the east,3,100%.,27.4,,100%.,300-600,4,27.2,,
07.07.2017 08:30,29.2,746.7,750.9,,90,Wind blowing from the east,3,"90  or more, but not 100%",26.3,,"90  or more, but not 100%",300-600,4,27.3,,
06.07.2017 17:30,28.2,744.7,748.9,,92,Wind blowing from the east,3,100%.,,29.9,100%.,300-600,4,26.8,,
06.07.2017 08:30,29.8,746.7,750.9,,83,Wind blowing from the east,3,100%.,25.8,,100%.,200-300,4,26.7,,
05.07.2017 17:30,27,744,748.2,,95,Wind blowing from the east,1,"90  or more, but not 100%",,29,"90  or more, but not 100%",300-600,4,26.2,,
05.07.2017 08:30,27,744.7,749,,98,Wind blowing from the east,3,100%.,25.7,,100%.,200-300,4,26.7,,
04.07.2017 08:30,27.2,744.4,748.6,,97,Wind blowing from the east,1,100%.,25.4,,100%.,300-600,4,26.6,,
03.07.2017 17:30,30.6,742.4,746.6,,83,Wind blowing from the south,1,60%.,,31,60%.,300-600,4,27.3,,
03.07.2017 08:30,28.6,745.3,749.5,,89,Wind blowing from the east,1,100%.,26.6,,100%.,300-600,4,26.6,,
02.07.2017 17:30,28,743.1,747.3,,94,Wind blowing from the north-east,1,"90  or more, but not 100%",,33.8,"90  or more, but not 100%",300-600,4,26.9,,
02.07.2017 08:30,29.8,744.9,749.1,,83,Wind blowing from the east,1,70 – 80%.,25.9,,70 – 80%.,300-600,4,26.7,,
01.07.2017 17:30,,,747.5,,,,,"10%  or less, but not 0",,33.1,100%.,300-600,4,26.2,,
01.07.2017 08:30,24.2,744.7,749,,98,Wind blowing from the east,1,100%.,23.4,,100%.,300-600,4,23.9,,
30.06.2017 17:30,33.4,742,746.1,,70,Wind blowing from the east,1,40%.,,35.2,40%.,300-600,4,27.1,,
30.06.2017 08:30,31.4,744.7,748.9,,79,Wind blowing from the east,3,"90  or more, but not 100%",27.5,,"90  or more, but not 100%",300-600,4,27.3,,
29.06.2017 17:30,34.4,743.9,748,,61,Wind blowing from the east,3,70 – 80%.,,35.5,70 – 80%.,300-600,4,25.8,,
29.06.2017 08:30,30.8,747.1,751.3,,77,Wind blowing from the east,3,50%.,26.9,,50%.,300-600,4,26.3,,
28.06.2017 17:30,33.4,745,749.2,,64,Wind blowing from the east,3,60%.,,34,60%.,300-600,4,25.6,,
27.06.2017 17:30,33,744.8,749,,68,Wind blowing from the east,1,40%.,,34.7,40%.,300-600,4,26.3,,
27.06.2017 08:30,31,747.4,751.6,,80,Wind blowing from the east,3,60%.,27.4,,60%.,300-600,4,27.1,,
26.06.2017 17:30,33.8,744.8,749,,73,Wind blowing from the east,3,60%.,,34.7,60%.,300-600,4,28.4,,
26.06.2017 08:30,31.2,747.2,751.4,,76,Wind blowing from the east,3,60%.,27.1,,60%.,300-600,4,26.5,,
25.06.2017 17:30,30.2,745.6,749.8,,80,Wind blowing from the east,3,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,26.3,,
25.06.2017 08:30,31.4,745.7,749.9,,75,Wind blowing from the east,3,40%.,26.7,,40%.,300-600,4,26.4,,
24.06.2017 17:30,30.2,743,747.2,,78,Wind blowing from the north-east,3,70 – 80%.,,,70 – 80%.,300-600,4,26,,
24.06.2017 08:30,30.8,745.6,749.8,,78,Wind blowing from the east,3,20–30%.,26.7,,20–30%.,300-600,4,26.6,,
23.06.2017 17:30,33.6,743.3,747.4,,67,Wind blowing from the east,3,60%.,,34.3,60%.,300-600,4,26.7,,
23.06.2017 08:30,29.8,747.1,751.3,,80,Wind blowing from the east,3,"90  or more, but not 100%",26.2,,"90  or more, but not 100%",300-600,4,25.9,,
22.06.2017 17:30,30.4,744.7,748.9,,81,Wind blowing from the north-east,3,60%.,,,60%.,300-600,4,26.8,,
22.06.2017 08:30,29.6,746.2,750.4,,81,Wind blowing from the east,1,40%.,26.4,,40%.,300-600,4,26,,
21.06.2017 17:30,31.6,743.3,747.5,,71,Wind blowing from the north-west,1,40%.,,32,40%.,300-600,4,25.7,,
21.06.2017 08:30,26.2,747,751.3,,92,Wind blowing from the north-east,3,100%.,25.1,,100%.,200-300,4,24.8,,
20.06.2017 08:30,28,746.9,751.1,,83,Wind blowing from the east,1,"90  or more, but not 100%",25.6,,"90  or more, but not 100%",200-300,4,24.9,,
19.06.2017 17:30,29.4,742.9,747.1,,72,Wind blowing from the west,3,100%.,,34,100%.,300-600,4,23.9,,
18.06.2017 17:30,32.8,742.6,746.8,,78,Wind blowing from the east,1,60%.,,,60%.,300-600,4,28.5,,
18.06.2017 08:30,32,745.7,749.9,,80,Wind blowing from the east,1,no clouds,27.8,,,,4,28.2,,
17.06.2017 17:30,33.2,744.3,748.5,,72,"Calm, no wind",0,no clouds,,33.6,,,4,27.4,,
17.06.2017 08:30,28.6,747.8,752,,82,Wind blowing from the east,3,40%.,24.7,,40%.,300-600,4,25.2,,
16.06.2017 17:30,27.2,746.4,750.7,,97,"Calm, no wind",0,100%.,,,100%.,200-300,4,26.6,,
16.06.2017 08:30,26.6,747.9,752.2,,94,Wind blowing from the east,3,60%.,23.6,,60%.,300-600,4,25.5,,
14.06.2017 17:30,33.6,745.6,749.8,,73,Wind blowing from the east,3,60%.,,34.8,60%.,300-600,4,28.2,,
14.06.2017 08:30,31,747.1,751.3,,75,Wind blowing from the east,3,40%.,27.4,,40%.,300-600,4,26,,
13.06.2017 17:30,34.8,743.1,747.2,,68,Wind blowing from the south-west,1,"10%  or less, but not 0",,35.6,"10%  or less, but not 0",300-600,4,28,,
13.06.2017 08:30,31,745.3,749.5,,72,Wind blowing from the east,1,40%.,26.6,,40%.,300-600,4,25.4,,
12.06.2017 17:30,33.6,742.6,746.7,,72,"Calm, no wind",0,70 – 80%.,,34.7,70 – 80%.,300-600,4,27.9,,
12.06.2017 08:30,31.2,745.8,750,,75,Wind blowing from the east,3,60%.,27.3,,60%.,300-600,4,26.2,,
11.06.2017 17:30,34,743.1,747.2,,70,Wind blowing from the east,3,40%.,,36.1,40%.,300-600,4,27.7,,
11.06.2017 08:30,32,746.4,750.6,,76,Wind blowing from the north-east,1,no clouds,27.4,,,,4,27.3,,
10.06.2017 17:30,32.8,744.3,748.5,,74,Wind blowing from the east,1,no clouds,,34.2,,,4,27.6,,
10.06.2017 08:30,29.8,748,752.2,,78,Wind blowing from the east,3,60%.,26.3,,60%.,300-600,4,25.6,,
09.06.2017 08:30,30,748.1,752.3,,77,Wind blowing from the north,1,40%.,25.4,,40%.,300-600,4,25.5,,
08.06.2017 17:30,28.6,746.1,750.3,,82,Wind blowing from the north-east,1,70 – 80%.,,29,70 – 80%.,300-600,4,25.2,,
08.06.2017 08:30,26,748.8,753.1,,90,Wind blowing from the north-east,3,100%.,25.1,,100%.,200-300,4,24.3,,
07.06.2017 17:30,27.2,746.7,751,,90,Wind blowing from the west,1,100%.,,34.8,100%.,300-600,4,25.5,,
07.06.2017 08:30,30.8,749.9,754.1,,78,Wind blowing from the east,3,"90  or more, but not 100%",27.6,,"90  or more, but not 100%",300-600,4,26.6,,
06.06.2017 17:30,33,747.1,751.3,,69,Wind blowing from the north-east,1,70 – 80%.,,33.9,70 – 80%.,300-600,4,26.6,,
06.06.2017 08:30,29.6,750.3,754.5,,74,Wind blowing from the east,3,70 – 80%.,26.9,,70 – 80%.,300-600,4,24.5,,
05.06.2017 17:30,21.2,744.5,748.8,,,Wind blowing from the south-east,3,20–30%.,,32.1,,300-600,4,,,
05.06.2017 08:30,25.4,747.9,752.2,,95,Wind blowing from the east,3,"90  or more, but not 100%",23,,"90  or more, but not 100%",300-600,4,24.5,,
04.06.2017 17:30,34,743.7,747.8,,73,Wind blowing from the north-northwest,3,"10%  or less, but not 0",,35.2,40%.,300-600,4,28.6,,
04.06.2017 08:30,30.4,746.6,750.8,,81,Wind blowing from the east,3,60%.,27,,60%.,300-600,4,26.8,,
03.06.2017 17:30,34.2,743.6,747.7,,64,"Calm, no wind",0,no clouds,,34.9,,,4,26.4,,
03.06.2017 08:30,29,747.9,752.1,,78,Wind blowing from the east,3,no clouds,24.8,,,,4,24.7,,
02.06.2017 17:30,33,744.4,748.6,,69,Wind blowing from the south,1,40%.,,33.8,40%.,300-600,4,26.6,,
02.06.2017 08:30,29,748.1,752.3,,80,Wind blowing from the east,3,"90  or more, but not 100%",25.4,,"90  or more, but not 100%",300-600,4,25.3,,
01.06.2017 17:30,35.2,743.7,747.8,,61,Wind blowing from the west,1,60%.,,36,60%.,300-600,4,26.7,,
01.06.2017 08:30,31.2,747.1,751.3,,75,Wind blowing from the east,3,"10%  or less, but not 0",26.4,,"10%  or less, but not 0",300-600,4,26.2,,
31.05.2017 17:30,32.4,745.2,749.4,,67,Wind blowing from the south-east,1,no clouds,,32.9,,,4,25.4,,
31.05.2017 08:30,28,747.8,752.1,,83,Wind blowing from the south-east,1,"90  or more, but not 100%",23.8,,"90  or more, but not 100%",300-600,4,24.9,,
30.05.2017 17:30,29.8,744.2,748.4,,82,Wind blowing from the north-east,1,70 – 80%.,,29.9,70 – 80%.,300-600,4,26.5,,
30.05.2017 08:30,24.6,746.2,750.5,,98,Wind blowing from the east-southeast,1,100%.,24.1,,100%.,200-300,4,24.3,,
29.05.2017 17:30,34.2,743.5,747.6,,62,Wind blowing from the south-east,1,"10%  or less, but not 0",,35.4,"10%  or less, but not 0",1000-1500,4,25.8,,
29.05.2017 08:30,30.6,747.4,751.6,,77,Wind blowing from the east,3,no clouds,24.3,,,,4,26.1,,
28.05.2017 17:30,28.6,745.1,749.3,,88,Wind blowing from the north,1,60%.,,,60%.,300-600,4,26.4,,
28.05.2017 08:30,29.6,748.9,753.1,,72,Wind blowing from the east,3,20–30%.,24.7,,20–30%.,300-600,4,24.1,,
27.05.2017 17:30,30,746.8,751,,73,"Calm, no wind",0,40%.,,31.3,40%.,300-600,4,24.6,,
27.05.2017 08:30,26.2,750,754.3,,86,Wind blowing from the east,1,"90  or more, but not 100%",23,,"90  or more, but not 100%",300-600,4,23.6,,
26.05.2017 17:30,28.2,746.7,750.9,,73,Wind blowing from the south-east,3,60%.,,28.6,60%.,300-600,4,22.9,,
26.05.2017 08:30,21.4,749.7,754.1,,98,Wind blowing from the east,1,70 – 80%.,20.5,,70 – 80%.,,,21.1,,
25.05.2017 17:30,31.4,745.3,749.5,,61,Wind blowing from the east,1,40%.,,,40%.,,,23,,
25.05.2017 08:30,30.8,748.5,752.7,,74,Wind blowing from the east,3,no clouds,25.9,,,,4,25.7,,
24.05.2017 17:30,32.6,745.3,749.5,,69,Wind blowing from the north,1,"10%  or less, but not 0",,36.6,"10%  or less, but not 0",300-600,4,26.2,,
24.05.2017 08:30,30.8,749.5,753.7,,73,Wind blowing from the east,3,no clouds,25.3,,,,4,25.4,,
23.05.2017 17:30,33,746.8,751,,72,"Calm, no wind",0,"90  or more, but not 100%",,35.4,"90  or more, but not 100%",300-600,4,27.2,,
22.05.2017 17:30,35.4,745.4,749.5,,61,"Calm, no wind",0,"10%  or less, but not 0",,36.5,"10%  or less, but not 0",1000-1500,4,26.9,,
22.05.2017 08:30,31,748.9,753.1,,75,Wind blowing from the east,3,no clouds,26.2,,,,4,26,,
21.05.2017 08:30,29.6,748.3,752.5,,72,Wind blowing from the east,3,no clouds,24.9,,,,4,24.1,,
20.05.2017 17:30,35.2,744.3,748.4,,62,Wind blowing from the south-west,1,no clouds,,36,,,4,27,,
20.05.2017 08:30,30.4,748.7,752.9,,76,Wind blowing from the east,3,no clouds,26.1,,,,4,25.6,,
19.05.2017 17:30,34.4,746.4,750.6,,61,"Calm, no wind",0,no clouds,,35.7,,,4,25.8,,
19.05.2017 08:30,29.6,750.1,754.3,,80,Wind blowing from the east,3,no clouds,25.2,,,,4,25.7,,
18.05.2017 17:30,33.8,746.2,750.4,,61,Wind blowing from the south-west,1,"10%  or less, but not 0",,34.7,"10%  or less, but not 0",300-600,4,25.4,,
18.05.2017 08:30,27.4,749.7,754,,86,Wind blowing from the east,3,no clouds,22.1,,,,4,24.8,,
17.05.2017 17:30,23.4,744.3,748.6,,92,Wind blowing from the south-east,1,"90  or more, but not 100%",,33.5,"90  or more, but not 100%",300-600,4,22.1,,
17.05.2017 08:30,28.2,749.2,753.5,,79,Wind blowing from the east,3,100%.,25.2,,100%.,300-600,4,24.2,,
16.05.2017 17:30,31,745.3,749.5,,68,Wind blowing from the east,3,no clouds,,32.4,,,4,24.4,,
16.05.2017 08:30,28.2,748.6,752.9,,78,Wind blowing from the east,3,40%.,21.7,,40%.,300-600,4,23.9,,
15.05.2017 17:30,31.6,745.1,749.3,,68,Wind blowing from the east,3,60%.,,33.3,60%.,300-600,4,25.1,,
14.05.2017 17:30,31.6,745.1,749.3,,68,Wind blowing from the east,3,60%.,,,60%.,300-600,4,25.1,,
13.05.2017 17:30,33.6,746.6,750.8,,64,Wind blowing from the south-east,1,no clouds,,35.6,,,4,25.8,,
13.05.2017 08:30,31,751.4,755.6,,73,Wind blowing from the east,3,20–30%.,25.8,,20–30%.,1000-1500,4,25.7,,
12.05.2017 17:30,32.2,749.4,753.6,,65,Wind blowing from the east,1,no clouds,,33.2,,,4,24.8,,
